,tweet,label,pred
2576,"@RyanAFournier How do they have a vaccine for Covid19 that is 90% effective, in on 6-8 months? When at best the Flu vaccine is 50% effective. How long have they been making flu vaccine? No sir, no thank you. https://t.co/UzK7nK2d4Z",0,0
2577,"Just think before you refuse to have the new Covid19 vaccine.
A) Do I give a fuck if my family die?
B) Do I give a fuck if any of my neighbours die?
C) Am I a member of the human race?

If you reply NO to the first two questions then I suggest you emigrate to North Korea.",2,0
2578,"Interested volunteers, please join and RT🙏  Volunteer for COVID-19 Vaccination trials near you  https://t.co/3gZkCxNoHK #COVID19 #Volunteer #Coronavirus #Vaccines",2,1
2579,"Dr. Fauci insists that coronavirus vaccine is safe despite speed. 

“I really want to settle that concern that people have about that.”",2,1
2580,"@AHirst01 @MassGovernor Literally in the subheading “Other scientists are disputing the calls, claiming herd immunity is ""very unlikely"" before a COVID-19 vaccine is found.”",1,0
2581,@MattHancock why does it matter if the spread of the virus still continues after the vulnerable who want it are vaccinated? They'll be immune. Are you mentally ill or something? #COVID19 #COVID #Covid_19,2,0
2582,"Study: Americans increasingly say they would get vaccinated for #COVID19. By the numbers: 60% of Americans said in November they would ""definitely"" or ""probably"" get a vaccine, compared to just 51% in September, per Pew.  https://t.co/QIwCcuki1W",1,1
2583,This Turkish-born professor developed the vaccine for #covid19.   BioNTech and Pfizer raise hopes with breakthrough Covid-19 vaccine  https://t.co/Z1BVU2DnT0 via @financialtimes,2,2
2584,"“Based on initial data from a large study, Pfizer and its German partner BioNTech said they had observed no serious safety issues and forecast they would receive US government approval this month.”
I won’t take any vaccine unless endorsed by .@CDCgov specifically Dr. Fauci. https://t.co/nnX6smTcIo",0,1
2585,Pfizer’s Covid-19 Vaccine Showing 90% Success Rate; What This Could Mean  https://t.co/NWjVdUOmjw @1033WKFR,2,1
2586,Encouraging news despite that it could yet be some time before a #COVID19vaccine becomes widely available. https://t.co/BZUJQ3azol,2,2
2587,How are shipping companies preparing for coronavirus vaccine distribution? @FrankCNBC reports. https://t.co/Ebvsc20SCK https://t.co/jjppdhzgSL,1,1
2588,"@realDonaldTrump I thought USA don't need a vaccine? #coronavirus is just a normal cold, and it will vanish ""without a vaccine""? It was supposed to go away long long ago but the pathogen changed its mind. Isn't it? Please don't say, ""it is what it is.""",2,0
2589,"A 60 minutes interview of those responsible for procuring, distributing, &amp; administering Covid-19 vaccine (Operation Warp Speed) revealed that only 60% of the doctors &amp; just 40% of the nurses surveyed said they’d get vaccinated.
Think about that..
What do they know that we don’t?",0,1
2590,"Trustnet Daily: Why Argonaut’s Norris is shorting Covid vaccine companies, UK gilt funds in focus, Man GLG Japan CoreAlpha, and more...  https://t.co/IAKUN900fN",1,1
2591,"One in 5 people are hesitant about getting the #COVID19 vaccine, according to a Sky News poll.

Professor Anthony Harnden says while he understands the concern, the public should be reassured the vaccine has undergone “clear and rigorous safety trials"".

https://t.co/d71r2Uy2jt https://t.co/MRjn2xKgHo",2,0
2592,"@BBCBreakfast @BBCNews COVID19 is less dangerous than the flu. You're lying to the public with your fake PCR ""casedemic"" to line the pockets of your vaccine friends.
We're not taking your vaccine you liar.",0,0
2593,@Johnrashton47 Whether an effective COVID-19 vaccine will be universally available in the UK within a year is unclear.,1,1
2594,Passing the holidays this year amidst the COVID-19 pandemic can be stressful. You can cut the flu out of your list of worries by helping your community discuss the importance of seasonal flu vaccination and addressing seasonal flu vaccine hesitancy.  https://t.co/AiCOInhlpD,2,0
2595,"Yes! It’s actually not #vaccines that work, it’s #vaccination! https://t.co/F7uKcaqPLE",2,1
2596,"#RDIF and @heteroofficial, to produce in #India over 100 million doses per year of the world’s first registered vaccine against the novel #coronavirus infection #COVID19  @sputnikvaccine @rdif_press 

https://t.co/igZ98ubmWu",1,1
2597,Good news on #Covid19 vaccine trial supported by #EIBGroup with #TeamEurope #InvestEU https://t.co/RTYheRCSVZ,2,2
2598,"Nice to talk with @ronchimelis this week about why people might have questions about COVID vaccines and what we can do to help ease those fears. 
https://t.co/gAxtOPP3Cc",1,2
2599,"If its good interim results hold, Pfizer's Covid vaccine could spare us from the lockdown instincts of Joe Biden’s coronavirus team. https://t.co/uql2SCJ5gA via @WSJ",2,1
2600,"@RandPaul Hey Senator Moron, are you maybe forgetting an important part of “naturally acquired” COVID-19 versus getting vaccinated?

...maybe that there will be little or no FATALITIES or long-term health risks associated with vaccination.

But just let the virus run wild, right? 🦠",2,0
2601,Let's Pray 🙏 for vaccine effectiveness. https://t.co/snKnkVDfyw,2,1
2602,@aHighSlapshot @Breaking911 That was Cuomo plan to kill as many elderly to get the numbers off to pull a pan demic off and people freely let these corrupt fuckers trample on our rights! I haven’t worn a mask yet! And I won’t! And I won’t get a vaccine for covid19 either! #Biteme,0,0
2603,"@October2019asap @Brittan60572844 Guess you can't get rich quick simply on Vitamins, doesn't matter that the right supplements will boost the immune system to fight off #COVID19  ..  which is exactly what a vaccine does.",2,1
2604,"@LadyStarbuck2 @_kevinswish @AndrewYang Vaccination cards already exist, and have for a long, long time. You literally get one now with the COVID-19 vaccine, even. Digitizing them instead of having them on paper is an ease of access/QoL idea, not dYStoPIaN mOnItorINg",2,1
2605,"Unverified!!! The entire #humanity remains uncertain about this. Let's get official statement from @WHO @DrTedros .  @Russia health ministry has given regulatory approval for the world's first #coronavirus #vaccine, developed by Moscow's Gamaleya Institute.  #RussianVaccine",1,0
2606,"@ScottGottliebMD Have the highest respect for Dr. Gottkeib, but he should always disclose he is on the Board of Pfizer.",1,2
2607,and the Moderna CEO just dumped a fortune in stock before his results are vetted.  Should be fucking jailed.,0,0
2608,"People I've seen saying they'd reject the vaccine: Derek from down the pub, YouTube channels, Facebook moms
People I've seen saying they'd get it: academics, other PhD students, medical professionals
Who do I side with??! 🤔🤔🤔 #vaccine #COVID19 #CovidVaccine",2,0
2609,"Australia, and other countries with quasi-elimination of #covid19, are great places to run Phase I &amp; II #covid19 vaccine trials

But critical Phase III efficacy trials must be run elsewhere 

(below, we analysed what this means for Australian policy)

https://t.co/aNAlOpR9HS https://t.co/RPzU8WDvjw",1,2
2610,"AstraZeneca coronavirus vaccine trials remains on hold in the U.S., HHS chief Azar says ⁦@NorthmanTrader⁩ ⁦@GuyAdami⁩ 1 day after they haired trials Stra Zeneca said they restarted. Now they are saying it’s halted. This is the Wild West   https://t.co/LI8JnCEbz6",0,0
2611,"Galvez: Bulk of vaccines vs. COVID-19 to arrive end of 2021, early 2022 https://t.co/lFCnqkro5h",1,1
2612,I signed up for a clinical trial for the COVID 19 vaccine and I go tomorrow morning.,2,1
2613,"Tiny bottle holds hope for humanity's future with 10million coronavirus vaccines coming
https://t.co/gJ7tUSEwY2",2,2
2614,"Well I guess this means we're officially in to the anti-vaxer phase of Covid, even though we don't even have the damn option to take the vaccine yet... Fuck 2020. Also, get the damn vaccine, or wear the mask forever, your choice.",2,0
2615,"@viIlajake @stekirsty69 @MattJB24 @piersmorgan Flu jab works incredibly well. I’ve been having it for 20 years, and I don’t even get a sniffle... it’s been that long I’ve forgot what a cold feels like. So yep, works very well and i’m sure this Covid vaccine will also.",2,2
2616,"GREAT talk that offers up a creative approach to research and development that could ensure vaccines are rolled out fairly, efficiently and at a global scale. https://t.co/5fr9Smksew",2,2
2617,"@CroCoach11 It always is.   THE TRUTH IS OUT THERE MAN!  Tell me then. What’s wrong with the @Pfizer_UK vaccine?   Because if you had important information affecting the health of millions, you wouldn’t keep it to yourself would you?",2,0
2618,@marklevinshow @marklevinshow is a liar and only gop rubes and stooges believe this BS- Pfizer has distanced themselves from this noting they never received Project Warp Speed funding.,1,0
2619,"@MsLalaJ Oh I was definitely moving, but then there's always those social dog walkers which like to talk. Pfizer though.",1,2
2620,"Covid vaccine could be ready for rollout next month, says Hancock / How about Rolling Out the Flu Vaccine Hancock😂 #vaccine #BS #coronavirus  https://t.co/nRaaZjUz4h",1,1
2621,I will not take this vaccine unless Dr. Fauci takes it and gets covid. https://t.co/IEvYG9bMK9,0,0
2622,Dr. Volker Gerdts said he’s “very confident” that scientists at @VIDOInterVac at #USask will have an effective vaccine for COVID-19 as the #YXE lab aims to begin human trials next month.  https://t.co/UxGnMLFThS,2,2
2623,@people New world order is in the vaccine. Yes it cures you of covid. But it has non human DNA in it. It alters your thoughts and they track you. Patent 060606 barcode LUCIFERIAN RACE. Don't take vaccine. They want to force us to take it.,0,0
2624,"@SenRubioPress Over 2,000 deaths a day from COVID-19 is not worth mentioning.

What’s the matter with you, Sycophant?  Smaller hands? Sick!  The media has been all over the hopeful excitement about vaccines.  Even when Media gives Trump credit, you twist it as negative w disinformation. https://t.co/ew27ThIvUG",2,0
2625,China’s Sinovac reports mixed findings in early coronavirus vaccine trials https://t.co/EkxB3cNoWf,1,1
2626,"That seems... suspiciously high. Even flu vaccines are only 25-60% effective. Not suspicious like ""it's a conspiracy"" but suspicious like ""sounds like someone fucked up the data or the experiments."" https://t.co/EGgli0GNJf",0,0
2627,Can use all the other guinea pigs for this vaccine pal. I’ve had it and I’ve survived for the last 8 months. https://t.co/ShQl19C1Ig,0,2
2628,Pfizer coronavirus vaccine seems to be more efficient than the rest.,2,2
2629,Thoughts are with the anti-vaxxers at this difficult time (Not really though) #vaccine https://t.co/k83FtP7ORe,2,1
2630,I completely agree with you @DrSamwho &amp; I won’t take the vaccine either https://t.co/13t9DZPzGC,0,1
2631,"It's happening. @uihealthcare sent @KCCINews these photos of their first shipment, 1,000 doses, of the #Pfizer #COVID19Vaccine. Their team will begin vaccinating health care workers today. #coronavirus #vaccine  https://t.co/WwBAmnAFHb",2,1
2632,People who got Pfizer’s coronavirus vaccine revealed the side effects you can expect https://t.co/39ZZC6xf9m,1,1
2633,"These Dems balked at a coronavirus vaccine under Trump. Will they change their tune now? https://t.co/MWdCFqhwIQ #FoxNews 
I TRUST TRUMP, I DON'T TRUST THE DEMOCRATS.",1,0
2634,"Fingers crossed: Covid-19 vaccine candidate is 90% effective, says manufacturer https://t.co/MiBcqDCVgP",2,1
2635,@ThePubliusUSA @pfizer Both. I used to think he was a decent guy. No one who is a sycophant so embarrassingly is a wacko.,1,0
2636,Please is the corona vaccine available in Ghana because I want to start kissing indiscriminately!!   😩😩😩😩😩,2,0
2637,"@lite_hause The sample size was like 96 people. I think it claims to be sort of a seasonal jab. The coronavirus has been around since the 1950’s. And since CDC decided not to track common flu this year, I’m skeptical of the entire operation from the virus to the vaccine.",0,0
2638,#COVID19 Pfizer/BioNTech #vaccine approved for use next week in UK - ⁦@BBCBreaking⁩  https://t.co/IPs9m8GTeB,1,1
2639,"AS YOU LIKE IT
Simple advice if you are working from home. SIT-STAND-STRETCH-MOVE-REPEAT. Change position every 30mins. Prolonged static postures cause your tissues to creep.
Check out https://t.co/w1wEzJotn5
#Warwickshire #stevediamond #Apple #billgates #vaccine #COVID19 #COVID https://t.co/s1G3Emm3rk",1,0
2640,"Just got an email from the department asking for volunteers to be part of studies for Covid-19 vaccines. Pays $1,200.  Is it ethical to ask students to do this? As most could/need the money.  Would you do it if it was free?",1,0
2641,"my pharmacist in the group chat: Coronavirus vaccine to be out early December 
everyone in the chat: 👁👄👁",2,1
2642,Tell Congress: make sure a COVID-19 vaccine is free for all! https://t.co/vY9Sctyqh1,2,1
2643,"Here’s the card you’ll get when you eventually get the Covid-19 vaccine.

Everyone will get a card ""they can put in their wallet that will tell them what they had and when their next dose is due,"" says Dr. Kelly Moore of the Immunization Action Coalition. https://t.co/WpWBBCl4FR https://t.co/QT4qs0VHBt",1,1
2644,"always astonishing to me that a significant number of Brits say that their government has failed to handle COVID well, only to turn around and say ""and also, I won't take a vaccine and I won't wear masks and I think business ought to stay open and social distancing doesn't work"" https://t.co/oc8TrnOyJf",2,0
2645,Dr. Carrie Madej warns about coronavirus vaccines and transhumanism nanotechnology to alter your DNA https://t.co/8W3pFWf92O,0,1
2646,#ClimateChange #COVID__19 #covax #vaccine #populationcontrol   Group of Scientists Calls for Population Control: Speak Out  https://t.co/vfSTIbFQ5N via @YouTube,1,1
2647,"As COVID-19 vaccines inch closer to readiness, a group of Tennessee lawmakers is seeking to make it harder to require immunizations of the state's citizens. https://t.co/VHc5Z67Jwj https://t.co/XsvblxJixd",2,1
2648,I’m not an anti-vax but I’m nervous to get EllaMae her regular vaccination with this Covid-19 vax coming out since they’ve slipped shit in without telling me before,0,0
2649,Good news ! How come TN govt gives free vaccine ? https://t.co/7VYi0ijfPi,2,2
2650,@MaryKretzmann @svacheer1999 @EddieUsedYawn @JeremyBleez @CEOPRODIGY @GavinNewsom Herd immunity isn't worth talking about without a vaccine because of the ENORMOUS number of people that would have to get it. Remedies for COVID? Tell me more.,2,0
2651,"Dr Fauci was the first CEO of Moderna, one of the companies making the vaccine he wants EVERYONE to get. He stands to make a MASSIVE PROFIT OFF of CoVid & THE VACCINE. Do you think he has BILLIONS OF DOLLARS worth of MOTIVATION TO KEEP THE SCARE GOING so you get the Shot? 💉",0,0
2652,@Breaking911 I am a NewYorker~ No way in Hell am I taking a vaccine for covid19 which is basically a flu bug! My body already had this flu crap Nov/ Dec so I am good. You’ve had flu vaccines for yrs people still get flu. Go figure that!,0,0
2653,'A great day for man and science' - 90% protection from Covid-19 from the first effective vaccine #Covid19 #day #effective #great #man #protection #science #vaccine https://t.co/3hojYLXL9S https://t.co/cM8j8R66R8,2,2
2654,Organisers of football’s European Championships and the Tokyo Olympics next summer are hoping that the development of a coronavirus vaccine will aid plans to stage the global sports events | @martynziegler https://t.co/dQmm4HKbFz,2,1
2655,"Malaysia is to make upfront payment of about RM94mil soon for access to Covid-19 vaccine, says Science, Technology and Innovation Minister Khairy Jamaluddin.
https://t.co/PvAKo6gU4d #kwikNews #Nation https://t.co/Xwkf5LIeNB",1,1
2656,Wall Street Journal relieved that covid vaccine will provide fix the big problem - profits. At least for another year https://t.co/6wyBtxN2PF,2,2
2657,Scientists race to find 'warm' Covid vaccine to solve issue of cold storage  https://t.co/JqUXHyiSdN,2,1
2658,"@angie_keathly @56blackcat Mostly because #Fauci says it’s safe.  

Secondly, the side effects of the vaccine pale in comparison to the effects of #COVID19",2,1
2659,"A badly tested vaccine which causes so much hope... hope can be quickly vanished when the first side-effects or inefficiencies arise. Remember, only little data available. https://t.co/4fikWmOpnB",0,0
2660,Does a vaccine against Covid-19 herald the end of the pandemic? https://t.co/zHDuG9OlYm via @financialtimes,1,1
2661,"Amid history of mistreatment, doctors struggle to sell Black Americans on coronavirus vaccine https://t.co/t5xv22QNLv",1,0
2662,"@realDonaldTrump @FDA In fact, your excellency sir, this corona virus saga, is developed to discredit your administration,I call it a total ambush against the world,by WHO.China, Democrats,Bill gates and co. So dat we'll be on lockdown permanently,for their economic gains. eg Sales of vaccines &chips.",1,0
2663,"@Letsbefrank2410 That MAGA Forever is sick bro! Keep it goin... Walmart Costco Sam's club ain't never closed til antifa burnt em. Teacher's unions push covid fear. Covid enables the sewer rats in our gov't. We sick as hell. Trump IS the VACCINE, Y'all. Been that. Get grown and get ur knowledge up",0,0
2664,"Trump, offered great financial incentive to Pfizer's development of a vaccine by pre-committing a $195 billion deal for 100 million doses of Pfizer's vaccine, regardless of whether other vaccines were available - or perhaps even better. #USA #Trump2020 #EU",2,2
2665,"Can we stop talking about Covid and Vaccines? There's a 99% chance you'll survive! We are losing our country and without it, nothing else matters! damn... 🇺🇸",0,0
2666,@sardesairajdeep @IndiaToday Russian corona vaccine is ‘The leap’ which US did by landing man on the moon 🌓 if you trust earlier leap why can’t you trust their😊😊,2,0
2667,Mfers in the comments like: “hmm kinda suspicious that this came out so quick” like we haven’t been dealing with a fucking global pandemic for the past 8 months and spending millions of dollars on vaccine development AAAAAA https://t.co/MnCqnpdQgC,2,0
2668,"Wear a mask.
Wash your hands.
Watch your distance.

Be vigilant; but hopeful this, or another vaccine, helps end the pandemic. https://t.co/vNmwB1tQcx",2,1
2669,"Vaccination cards will be issued to everyone getting Covid-19 vaccine
https://t.co/q9UrdNcLRV",1,1
2670,"""Some co's are cutting corners by conducting Ph1,2&amp;3 trials simultaneously,but will they investigate whether 1/2of US adults&amp;quarter of children suffering w/chronic illness are at increased risk for adverse responses to the new COVID-19 vaccines before they are licensed&amp;mandated?",0,0
2671,"The UK is keeping options broad to help in developing optimal vaccines. The ultimate goal will be a single dose, room temperature #CovidVaccine   #bioprocessuk",2,1
2672,'A financial analyst recently told this paper that Pfizer’s involvement in the coronavirus pandemic was about “as much public relations as it is a financial return.”'  https://t.co/5UjKSY34PF,1,1
2673,"Dear @pfizer, As someone who falls in the 3% for whom the shingles vaccine doesn't work, excuse me if your possible 90% effectiveness rate doesn't excite me. #CovidVaccine #COVID19",0,0
2674,@tinabiggs2 @EmeraldRobinson Why? I support Trump 100% but I won’t be getting the COVID19  vaccine.,0,0
2675,"“The physicians working with Biden's team have been in contact with CVS and Walgreens, which they see as key distribution points for the general public.. The Biden team has also been in contact for months with Pfizer”  https://t.co/DQSmPrpXXl",1,1
2676,The epidemiological end of Covid-19 by achieving herd immunity among the population through an efficient vaccine is expected to take place by the third or the fourth quarter of 2021.  https://t.co/BDs1sjUThi,2,2
2677,"More from @wallein: ""As with everything else Trump has said in his entire life he’s lied....leading to a very real understandable wariness concerning any announcement by Trump Admin about a #vaccine” 
#HST440
@NPR story here:
https://t.co/KrO5ISMTAO",1,0
2678,I said the exactly the same thing let us choose the doctors 👩‍⚕️👨‍⚕️ and use the vaccines 💉 they have not use their doctor 👩‍⚕️👨‍⚕️ cause they will get some flu 😷 vaccine 💉 or something else if they can cheat and steal an election 🗳 they can fix the vaccine 💉 too 😡😡😡🤬🤬🤬 https://t.co/xsRKAJOp1G,0,0
2679,"No coronavirus vaccine till 2022 for common ppl
Chk the below pic link👇 https://t.co/x0YlDcQMSY",1,1
2680,"Not for me , no thanks.
COVID-19 vaccine distribution will start within 24 hours of approval: general https://t.co/h91Po91SuT via @nypost",0,0
2681,"A great ref here on the 000's of lives saved by vaccines in Ireland .and 000,000's worldwide...important facts at this point in time- from @ronan_glynn  #vaccine  #CovidVaccine",2,2
2682,"It seems David Icke‘s latest pronouncements have gone viral. YouTube already banned it cos he talks about 5G, AI, vaccines, COVID-19 and lots more.  https://t.co/VIG9XHkZad",0,0
2683,"@Wizard_Predicts Sounds like they want to be able to do a covid round 2 for Biden, so he can show us how it's done. New vaccines, more lockdowns.",1,0
2684,5. Pausing to think critically about the risks and benefits of the vaccine is okay. Fear mongering is not. We know that there are significant long terms effects of covid. The risks of the long term effects of covid are REAL; whereas...   8/,2,1
2685,"Dr  Ron Paul on COVID 19 Vaccines, Government Overreaction & The Importa...  https://t.co/X6IHAULug6 via @YouTube",0,1
2686,"Narayana Murthy truly believes that the vaccine is a public good. People should not be charged for the coronavirus vaccine once it becomes available to the public.

https://t.co/Gbd4ItphOd #infosys #NarayanaMurthy #coronaviruspandemic #pmoindia #coronavirusvaccine #humanityfirst",1,2
2687,"A new episode of the #BigTechPodcast drops this Thursday with guest @ProfHeidiLarson to discuss the #COVID19 vaccine with host @taylor_owen.

Subscribe here or wherever you listen 👇 https://t.co/tmFLWt7Fnr",1,1
2688,"The coronavirus (COVID-19) is a rapidly evolving threat, and the synthetic DNA that can help discover a vaccine and treatment is needed now — not in eight to ten weeks. Learn more:  https://t.co/8QSZ6Yk4nf  #covid19 #coronavirus #research  https://t.co/tHle6098XK",2,1
2689,"@WHO The Iranian people don‘t  have Covid-19 vaccine, we want to survive!! Send us vaccines #واكسن_بخريد #COVID19",2,0
2690,Pfizer said 3 weeks ago that they will know by mid November if the vaccine works because will be enough cases along control subjects to know if the vaccine prevented infection in the treated subjects. https://t.co/e61yWBQJh6,1,1
2691,"@BBCJonSopel @realDonaldTrump @WhiteHouse @JoeBiden I thought his press conference was noticeably devoid of any advice from him. Not even a “wear a mask “ or “be careful “, just all how brilliant they (he) were. He also lied about the vaccine. Pfizer accepted an order but no investment funding.",1,0
2692,@realDonaldTrump Trump takes no responsibility.     It's all the media's fault !!  Trump doesn't care how many people have to get sick and even die as long as the stock market is making him money.  Ignoring covid until a vaccine is readily available is NOT a plan.,1,0
2693,"News of a vaccine put a big smile on my face yesterday - it’s still very early days, but there is a light at the end of the tunnel. https://t.co/EtGg2gktNl",2,2
2694,"@barbaraferris2 @LLinWood @SidneyPowell1 Yeah, all true. Just like Obama isn't an American, the Covid vaccine will control your brains and Melania has new kidneys.... 🙄",0,0
2695,I’m not taking a fucking vaccine. https://t.co/pfvFoBI4xq,0,0
2696,Moderna to ask health regulators to authorize its COVID-19 vaccine - The Wall Street Journal https://t.co/3wFuCNOOYv,1,1
2697,Dolly Parton learned she funded the Moderna Covid-19 vaccine when the rest of us did https://t.co/4BvRd8Yn8g,1,1
2698,"@DrKerryMitchell Happy belated bday, Kerry-Ann! Progress on the COVID vaccine has brought me some joy!",2,2
2699,"Social distancing, masks, testing, Quarantining &amp; tracing should help prevent the spread of COVID-19 until a Vaccine is proven effective. I am 73 years old &amp; I will take the vaccine when CDC approves a schedule.  Plow drivers should do the same thing. https://t.co/D5IksVquvK",2,1
2700,COVID-19 vaccine: Enniskillen native becomes first in world to receive Pfizer/BioNTech coronavirus jab outside a clinical trial: https://t.co/qtkLvyVoxS,1,1
2701,ICYMI: Understanding COVID-19 vaccine efficacy https://t.co/GJfTLC5rri,1,1
2702,"@GavinNewsom You mean the evil, horrible vaccine our evil, horrible President initiated? Now you’re going to take credit for it? Presumably you got in early on Pfizer stock?",0,0
2703,Coronavirus updates: Third vaccine candidate up to 90% effective; November infections explode; Th... https://t.co/1RfoGdlwyF via @YahooNews,1,1
2704,"@ZaminIqbal @leilaluheshi To answer the original question, yes, those numbers are normal for vaccine trials!
https://t.co/W2JF8211FN",2,1
2705,"@realDonaldTrump This aged well “Kamala Harris says she will be 'first in line' for a coronavirus vaccine if health experts approve it, but 'if Donald Trump tells us we should take it, then I'm not taking it'",0,1
2706,"Hydrate. Stay Well, we will keep the sale on until there is a vaccine for coronavirus!! Visit https://t.co/ZhWKK0mfmO https://t.co/8p3YB1RUxR",1,1
2707,I don’t think they should even mention a #COVID19 vaccine until it’s 100% proven to work it’s just teasing ffs 🙄,0,0
2708,"The good news , the @pfizer coronavirus vaccine is in its final stages and we will see it coming soon. Thanks to everyone involved in making this vaccine, it will be a big step in the complete eradication of coronavirus !",2,2
2709,Great news that @Pfizer_UK have developed a vaccine. I hope it’s not an eye drop that makes everyone look hard.,2,2
2710,More on Sen Portman’s decision to be part of COVID-19 vaccine trial. https://t.co/uQX9CiAxcV,1,1
2711,"*hears there's a COVID-19 vaccine that is close to being finished*

OH YAY!

*remembers that anti-vaxxers exist*

...oh no

https://t.co/3JySz7pUof",2,2
2712,"Apparently, the solution to #coronavirus is to simultaneously lock down America,  open the border, and prioritize vaccinations for 3rd world countries in the name of social justice. Don’t blame me, I warned you.",1,0
2713,"Help Support the Doctor within us!  COVID-19 or Coronavirus is being talked about a lot, people are talking about dashboards, AI/ML, ventilators, testing kits, vaccines, doctors, and nurses on the frontline.  But no one is talking about the best Doctor wi… https://t.co/TNszUhxC3J",1,0
2714,"Coming up at 5:30 on @bloombergbaybiz, we speak with Boston physician scientist @levy_o  - a member of the @US_FDA committee voting on the  @moderna_tx @pfizer @BioNTech_Group #covid vaccines. Dr. Levy heads the @PrecVaccines program at @BostonChildrens  https://t.co/ITgoIMUgYV",2,1
2715,"Special Assistant to the Prime Minister on National Health Services and one of Pakistan's top physicians of infectious disease, Dr. Faisal Sultan has announced that Pakistan is going to start vaccinating people from April 2021.The best part? Free of cost.#CovidVaccine #COVID19 https://t.co/9cZv8w91K5",2,1
2716,"@sliceandserve The speed drug companies have been pushing through Covid-19 vaccine testing is truly astonishing: massively compressing timescales, running various stages in parallel, multiple avenues simultaneously etc.

Kudos to all the 'scientists'. :-)",2,2
2717,"That is great news, Hopefully that could be the start of things going back to normal. Having said that I'm sure we won't see much of a difference for a while

Matt Hancock asks NHS to be ready to deploy COVID-19 vaccine from the start of December https://t.co/FP3EOT3AcG",2,2
2718,@narendramodi @PMOIndia Dear Prime Minister Sir Russia has successfully launched the COVID vaccine meanwhile our beloved former President of India and your mentor Shree. Mukherjee is in critical state Plz get the vaccine for him so we won't lose a Bharat Ratna Awardee  🙏🙏🙏  https://t.co/Ua3VkdhL1N,2,2
2719,A huge step forward in the search for a vaccine. Giving some hope to many. The anti-vaxxers who have no research or arguments can fuck off. https://t.co/ci8NTFduCH,2,2
2720,"Some news channels are reporting that shares in many airlines have rocketed by around 20 per cent in the light of Pfizer's news about the vaccine (and Trump and Pence are now claiming on Twitter that its success is entirely down to them, prompting a correction from Pfizer)",1,1
2721,"Adam Schiff
Some good news to start your week: Pfizer's COVID-19 vaccine may be more than 90% effective.

There’s light at the end of the tunnel, but the virus is still spreading.

As scientists continue to work on a vaccine, we all have to do our part. Wear a mask. Be safe.",2,2
2722,"Top #US infectious disease expert Anthony Fauci is ""cautiously optimistic"" that #vaccination against the #coronavirus will be a reality by the end of the year or by 2021 and places his doubts on those developed by #Russia and #China.  #RussianVaccine #Careandwelfare #NewsUpdate",2,1
2723,"Fingers crossed:
Pfizer’s coronavirus vaccine is more than 90 percent effective in first analysis, company reports
By Carolyn Y. Johnson

https://t.co/nicbtALqan",2,2
2724,"We may soon have a #COVID19 #vaccine. But will enough people take it?
https://t.co/KvEIQOAFHE",1,1
2725,Great news about a possible #CovidVaccine - but what about the ethics of vaccines? Dr John Ling writes for the Affinity Social Issues Bulletin...  https://t.co/aNcYssbqh1  https://t.co/zdU4ZcWVwE,2,1
2726,"@Keir_Starmer Dear Sir Kier, as  leader of the opposition, please request evidence from the government to support the cheap skate panic led government proposal to administer the second vaccine dose 12 weeks after the first. Pfizer have stated that they cannot support this. We beg you to ask",2,0
2727,Allergy Warning For Pfizer Vaccine After Health Workers Suffer Reaction  https://t.co/KC2un1t0Rz,0,1
2728,"What is wrong with people, do they really want to be sick and maimed by this vaccine, look at the ingredients, it's full of poison https://t.co/r47rLsxpcJ",0,0
2729,"Hello NYT. What do you know about Pfizers track record. Personally I won't be queuing up for their half baked, half researched vaccine so I can die waiting for the lawyers to reach out of court settlements. They have a shocking track record...... https://t.co/EfxLI7XbiH",0,0
2730,I will have the vaccine https://t.co/Rf1K1fGVdY,2,1
2731,"@KTLA Before the vaccine is ready, avoid direct contact that spreads coronavirus, use BostApp instead to communicate safely with people nearby while keeping #SocialDistance, download for free at Apple  https://t.co/GP34Pgg4UP &amp;       Google https://t.co/Ou1jmj0T3g https://t.co/Bu0PCQoOuT",1,1
2732,"@ntvkenya In your statistics include also the number of KEMRI scientists demoted or sacked. ""Fellow Kenyans, in the last 24 hours we have sacked 1 scientists who delayed results..""  On would think the results were positive results for Corona virus vaccine. Mshenzi!",1,0
2733,"Do NOT take any Covid-19 vaccine, it’s a trap",0,0
2734,"Well, if this is true. I hope that the Government will equitably distribute the vaccines. Not only for those who have the power and money to avail. https://t.co/b9brVS6nfO",2,2
2735,The good news on the vaccine front continues. https://t.co/wP4NiF7IW1,2,2
2736,"This is a major #COVID19 development as @BBCNews report that  first vaccine offers 90% protection
https://t.co/GzMIYON2bh",2,2
2737,"@kpjammer @AP Potential side effect;
Not dying from #COVID19 

I’ll take the fucking vaccine.",2,0
2738,"👇 IMPORTANT NEWS: The first coronavirus vaccine has been given the green light for use in the UK. 

As the vaccine starts to arrive, we’ll prioritise those aged 80 and over, care home staff and residents and those working within health and social care.

https://t.co/q6Wa5MwbPn",1,1
2739,"The flu vaccine has been around for 80 years and it's less than 10% effective, with side effects. NO THANKS https://t.co/wQCzxCZEXY",0,0
2740,"@sciencecohen IF on has the super-cold transport &amp; storage -&gt;  ""... the vaccine, which is based on a novel technology that uses synthetic mRNA to activate the immune system against the virus, needs to be kept at minus 70 degrees Celsius (-94 F) or below.“ https://t.co/pMRbVU6c9U",1,1
